--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
demo_image/cropped_115.png	goar                     	0.0046
demo_image/cropped_116.png	on                       	0.1984
demo_image/cropped_117.png	the                      	0.1336
demo_image/cropped_118.png	the                      	0.0654
demo_image/cropped_119.png	the                      	0.0845
demo_image/cropped_120.png	go                       	0.5790
demo_image/cropped_121.png	978                      	0.3459
demo_image/cropped_122.png	and                      	0.0261
demo_image/cropped_123.png	gm                       	0.7145
demo_image/cropped_124.png	177                      	0.0954
demo_image/cropped_125.png	the                      	0.1565
demo_image/cropped_126.png	cde                      	0.0751
demo_image/cropped_127.png	978                      	0.6806
demo_image/cropped_128.png	the                      	0.2253
demo_image/cropped_129.png	can                      	0.0157
demo_image/cropped_130.png	gil                      	0.0194
demo_image/cropped_131.png	the                      	0.2795
demo_image/cropped_132.png	cdd                      	0.1252
demo_image/cropped_133.png	978                      	0.4178
demo_image/cropped_134.png	in                       	0.2550
demo_image/cropped_135.png	con                      	0.0231
demo_image/cropped_136.png	ara                      	0.0471
demo_image/cropped_137.png	the                      	0.0845
demo_image/cropped_138.png	go                       	0.5790
demo_image/cropped_139.png	978                      	0.3459
demo_image/cropped_140.png	the                      	0.1283
demo_image/cropped_141.png	con                      	0.0671
demo_image/cropped_142.png	978                      	0.5883
demo_image/cropped_143.png	the                      	0.2198
demo_image/cropped_144.png	can                      	0.0778
demo_image/cropped_145.png	and                      	0.2353
demo_image/cropped_146.png	i                        	0.1906
demo_image/cropped_147.png	the                      	0.6032
demo_image/cropped_148.png	the                      	0.1185
demo_image/cropped_149.png	and                      	0.0710
demo_image/cropped_150.png	chi                      	0.0352
demo_image/cropped_151.png	apr                      	0.1097
demo_image/cropped_152.png	the                      	0.1208
demo_image/cropped_153.png	coe                      	0.7793
demo_image/cropped_154.png	978                      	0.2808
demo_image/cropped_155.png	the                      	0.2022
demo_image/cropped_156.png	goe                      	0.0716
demo_image/cropped_157.png	978                      	0.1186
demo_image/cropped_158.png	the                      	0.0715
demo_image/cropped_159.png	the                      	0.5107
demo_image/cropped_160.png	dra                      	0.0365
demo_image/cropped_161.png	the                      	0.1283
demo_image/cropped_162.png	con                      	0.0671
demo_image/cropped_163.png	978                      	0.5883
demo_image/cropped_164.png	and                      	0.0710
demo_image/cropped_165.png	chi                      	0.0352
demo_image/cropped_166.png	apr                      	0.1097
demo_image/cropped_167.png	and                      	0.0261
demo_image/cropped_168.png	gm                       	0.7145
demo_image/cropped_169.png	177                      	0.0954
demo_image/cropped_170.png	the                      	0.1079
demo_image/cropped_171.png	gde                      	0.1927
demo_image/cropped_172.png	978                      	0.6767
demo_image/cropped_173.png	the                      	0.0777
demo_image/cropped_174.png	can                      	0.0205
demo_image/cropped_175.png	gila                     	0.0026
demo_image/cropped_176.png	the                      	0.1188
demo_image/cropped_177.png	cor                      	0.1072
demo_image/cropped_178.png	978                      	0.7883
demo_image/cropped_179.png	the                      	0.0715
demo_image/cropped_180.png	the                      	0.5107
demo_image/cropped_181.png	dra                      	0.0365
demo_image/cropped_182.png	the                      	0.1481
demo_image/cropped_183.png	goe                      	0.2345
demo_image/cropped_184.png	978                      	0.0397
demo_image/cropped_185.png	the                      	0.0710
demo_image/cropped_186.png	the                      	0.1402
demo_image/cropped_187.png	aza                      	0.1058
demo_image/cropped_188.png	the                      	0.1079
demo_image/cropped_189.png	gde                      	0.1927
demo_image/cropped_190.png	978                      	0.6767
demo_image/cropped_191.png	the                      	0.1208
demo_image/cropped_192.png	coe                      	0.7793
demo_image/cropped_193.png	978                      	0.2808
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
demo_image/cropped_194.png	the                      	0.1311
demo_image/cropped_195.png	cdd                      	0.0517
demo_image/cropped_196.png	sta                      	0.0564
demo_image/cropped_197.png	and                      	0.0445
demo_image/cropped_198.png	red                      	0.0501
demo_image/cropped_199.png	9226                     	0.5601
demo_image/cropped_200.png	and                      	0.1167
demo_image/cropped_201.png	goe                      	0.2542
demo_image/cropped_202.png	978                      	0.2845
demo_image/cropped_203.png	i                        	0.1906
demo_image/cropped_204.png	the                      	0.6032
demo_image/cropped_205.png	the                      	0.1185
demo_image/cropped_206.png	and                      	0.1591
demo_image/cropped_207.png	cdd                      	0.3239
demo_image/cropped_208.png	378                      	0.2620
demo_image/cropped_209.png	the                      	0.0291
demo_image/cropped_210.png	got                      	0.3030
demo_image/cropped_211.png	97                       	0.4277
demo_image/cropped_212.png	the                      	0.1884
demo_image/cropped_213.png	gm                       	0.3406
demo_image/cropped_214.png	127                      	0.0827
demo_image/cropped_215.png	the                      	0.0316
demo_image/cropped_216.png	git                      	0.0450
demo_image/cropped_217.png	aza                      	0.0810
demo_image/cropped_218.png	the                      	0.1686
demo_image/cropped_219.png	cit                      	0.1558
demo_image/cropped_220.png	all                      	0.0247
demo_image/cropped_221.png	the                      	0.0316
demo_image/cropped_222.png	git                      	0.0450
demo_image/cropped_223.png	aza                      	0.0810
demo_image/cropped_224.png	and                      	0.0191
demo_image/cropped_225.png	can                      	0.0103
demo_image/cropped_226.png	ana                      	0.1787
demo_image/cropped_227.png	the                      	0.0339
demo_image/cropped_228.png	gm                       	0.1199
demo_image/cropped_229.png	and                      	0.0192
demo_image/cropped_230.png	sli                      	0.0402
demo_image/cropped_231.png	an                       	0.0232
demo_image/cropped_232.png	does                     	0.0030
demo_image/cropped_233.png	the                      	0.2253
demo_image/cropped_234.png	can                      	0.0157
demo_image/cropped_235.png	gil                      	0.0194
demo_image/cropped_236.png	and                      	0.1197
demo_image/cropped_237.png	cate                     	0.0102
demo_image/cropped_238.png	apr                      	0.0240
demo_image/cropped_239.png	the                      	0.2770
demo_image/cropped_240.png	gm                       	0.3368
demo_image/cropped_241.png	978                      	0.7918
demo_image/cropped_242.png	lan                      	0.0081
demo_image/cropped_243.png	gm                       	0.1328
demo_image/cropped_244.png	978                      	0.5695
demo_image/cropped_245.png	the                      	0.1686
demo_image/cropped_246.png	cit                      	0.1558
demo_image/cropped_247.png	all                      	0.0247
demo_image/cropped_248.png	and                      	0.0191
demo_image/cropped_249.png	can                      	0.0103
demo_image/cropped_250.png	ana                      	0.1787
demo_image/cropped_251.png	lan                      	0.0081
demo_image/cropped_252.png	gm                       	0.1328
demo_image/cropped_253.png	978                      	0.5695
demo_image/cropped_254.png	the                      	0.0790
demo_image/cropped_255.png	count                    	0.0012
demo_image/cropped_256.png	sar                      	0.0057
demo_image/cropped_257.png	only                     	0.0560
demo_image/cropped_258.png	the                      	0.0788
demo_image/cropped_259.png	so                       	0.0520
demo_image/cropped_260.png	the                      	0.0291
demo_image/cropped_261.png	got                      	0.3030
demo_image/cropped_262.png	97                       	0.4277
demo_image/cropped_263.png	the                      	0.1781
demo_image/cropped_264.png	the                      	0.0709
demo_image/cropped_265.png	and                      	0.0227
demo_image/cropped_266.png	and                      	0.0203
demo_image/cropped_267.png	gol                      	0.1020
demo_image/cropped_268.png	975                      	0.1982
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
demo_image/cropped_2.png 	41                       	0.7192
demo_image/cropped_3.png 	kn                       	0.9952
demo_image/cropped_4.png 	444                      	0.9739
demo_image/cropped_5.png 	4                        	0.3565
demo_image/cropped_6.png 	rh                       	0.5742
demo_image/cropped_7.png 	928                      	0.7735
demo_image/cropped_8.png 	the                      	0.0943
demo_image/cropped_9.png 	the                      	0.0903
demo_image/cropped_10.png	gof                      	0.0736
demo_image/cropped_11.png	only                     	0.0560
demo_image/cropped_12.png	the                      	0.0788
demo_image/cropped_13.png	so                       	0.0520
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
demo_image/cropped_2.png 	the                      	0.0426
demo_image/cropped_3.png 	the                      	0.0483
demo_image/cropped_4.png 	the                      	0.0273
demo_image/cropped_5.png 	the                      	0.0433
demo_image/cropped_6.png 	the                      	0.0338
demo_image/cropped_7.png 	reling                   	0.0002
demo_image/cropped_8.png 	the                      	0.0139
demo_image/cropped_9.png 	in                       	0.0677
demo_image/cropped_10.png	stett                    	0.0008
demo_image/cropped_11.png	the                      	0.0225
demo_image/cropped_12.png	international            	0.0000
demo_image/cropped_13.png	all                      	0.0303
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
demo_image/cropped_2.png 	the                      	0.0426
demo_image/cropped_3.png 	the                      	0.0483
demo_image/cropped_4.png 	the                      	0.0273
demo_image/cropped_5.png 	the                      	0.0433
demo_image/cropped_6.png 	the                      	0.0338
demo_image/cropped_7.png 	reling                   	0.0002
demo_image/cropped_8.png 	the                      	0.0139
demo_image/cropped_9.png 	in                       	0.0676
demo_image/cropped_10.png	stett                    	0.0008
demo_image/cropped_11.png	the                      	0.0225
demo_image/cropped_12.png	international            	0.0000
demo_image/cropped_13.png	all                      	0.0303
demo_image/cropped_14.png	the                      	0.0382
demo_image/cropped_15.png	code                     	0.0035
demo_image/cropped_16.png	the                      	0.0488
demo_image/cropped_17.png	the                      	0.0877
demo_image/cropped_18.png	gil                      	0.0859
demo_image/cropped_19.png	1993                     	0.1193
demo_image/cropped_20.png	the                      	0.1299
demo_image/cropped_21.png	gm                       	0.1915
demo_image/cropped_22.png	any                      	0.0307
demo_image/cropped_23.png	and                      	0.1478
demo_image/cropped_24.png	coe                      	0.2549
demo_image/cropped_25.png	978                      	0.0877
demo_image/cropped_26.png	41                       	0.9997
demo_image/cropped_27.png	kn                       	0.9837
demo_image/cropped_28.png	444                      	0.9829
demo_image/cropped_29.png	mistraperation           	0.0000
demo_image/cropped_30.png	the                      	0.1203
demo_image/cropped_31.png	the                      	0.0466
demo_image/cropped_32.png	tv                       	0.3512
demo_image/cropped_33.png	hage                     	0.0102
demo_image/cropped_34.png	it                       	0.5511
demo_image/cropped_35.png	for                      	0.0545
demo_image/cropped_36.png	and                      	0.0500
demo_image/cropped_37.png	the                      	0.1197
demo_image/cropped_38.png	the                      	0.2633
demo_image/cropped_39.png	the                      	0.2136
demo_image/cropped_40.png	the                      	0.0664
demo_image/cropped_41.png	the                      	0.0817
demo_image/cropped_42.png	the                      	0.0389
demo_image/cropped_43.png	apr                      	0.0300
demo_image/cropped_44.png	fbi                      	0.0212
demo_image/cropped_45.png	the                      	0.0216
demo_image/cropped_46.png	the                      	0.0839
demo_image/cropped_47.png	52                       	0.2967
demo_image/cropped_48.png	ev                       	0.5120
demo_image/cropped_49.png	332                      	0.4805
demo_image/cropped_50.png	41                       	0.6098
demo_image/cropped_51.png	rhi                      	0.3663
demo_image/cropped_52.png	928                      	0.9752
demo_image/cropped_53.png	on                       	0.2860
demo_image/cropped_54.png	eco                      	0.0311
demo_image/cropped_55.png	588                      	0.0656
demo_image/cropped_56.png	go                       	0.1249
demo_image/cropped_57.png	die                      	0.0044
demo_image/cropped_58.png	seet                     	0.0296
demo_image/cropped_59.png	old                      	0.0540
demo_image/cropped_60.png	new                      	0.0650
demo_image/cropped_61.png	dose                     	0.0271
demo_image/cropped_62.png	i                        	0.2781
demo_image/cropped_63.png	kn                       	0.4257
demo_image/cropped_64.png	444                      	0.0178
demo_image/cropped_65.png	sla                      	0.1853
demo_image/cropped_66.png	eli                      	0.0523
demo_image/cropped_67.png	better                   	0.0011
demo_image/cropped_68.png	states                   	0.0003
demo_image/cropped_69.png	instating                	0.0000
demo_image/cropped_70.png	in                       	0.0517
demo_image/cropped_71.png	and                      	0.2210
demo_image/cropped_72.png	cd                       	0.2791
demo_image/cropped_73.png	one                      	0.0133
demo_image/cropped_74.png	the                      	0.1265
demo_image/cropped_75.png	cod                      	0.0129
demo_image/cropped_76.png	and                      	0.0636
demo_image/cropped_77.png	11                       	0.1405
demo_image/cropped_78.png	age                      	0.0216
demo_image/cropped_79.png	500                      	0.3075
demo_image/cropped_80.png	54                       	0.9923
demo_image/cropped_81.png	ev                       	0.9909
demo_image/cropped_82.png	532                      	0.9866
demo_image/cropped_83.png	and                      	0.0708
demo_image/cropped_84.png	kin                      	0.0381
demo_image/cropped_85.png	the                      	0.0497
demo_image/cropped_86.png	and                      	0.0909
demo_image/cropped_87.png	and                      	0.0524
demo_image/cropped_88.png	the                      	0.1819
demo_image/cropped_89.png	41                       	0.9986
demo_image/cropped_90.png	kn                       	0.9923
demo_image/cropped_91.png	444                      	0.7434
demo_image/cropped_92.png	and                      	0.0146
demo_image/cropped_93.png	kin                      	0.0708
demo_image/cropped_94.png	243                      	0.0200
demo_image/cropped_95.png	an                       	0.0488
demo_image/cropped_96.png	on                       	0.0329
demo_image/cropped_97.png	fft                      	0.0699
demo_image/cropped_98.png	san                      	0.0850
demo_image/cropped_99.png	evi                      	0.7206
demo_image/cropped_100.png	332                      	0.9164
demo_image/cropped_101.png	the                      	0.0672
demo_image/cropped_102.png	siz                      	0.0337
demo_image/cropped_103.png	apr                      	0.0430
demo_image/cropped_104.png	and                      	0.0136
demo_image/cropped_105.png	gu                       	0.1255
demo_image/cropped_106.png	sfle                     	0.0155
demo_image/cropped_107.png	111                      	0.0503
demo_image/cropped_108.png	tw                       	0.1411
demo_image/cropped_109.png	stra                     	0.0095
demo_image/cropped_110.png	the                      	0.1099
demo_image/cropped_111.png	gm                       	0.5731
demo_image/cropped_112.png	97                       	0.0797
demo_image/cropped_113.png	one                      	0.1154
demo_image/cropped_114.png	tin                      	0.0274
demo_image/cropped_115.png	ese                      	0.0091
demo_image/cropped_116.png	11                       	0.2924
demo_image/cropped_117.png	knt                      	0.4323
demo_image/cropped_118.png	444                      	0.9951
demo_image/cropped_119.png	31                       	0.0892
demo_image/cropped_120.png	kind                     	0.0072
demo_image/cropped_121.png	44c                      	0.0149
demo_image/cropped_122.png	and                      	0.0268
demo_image/cropped_123.png	fack                     	0.0033
demo_image/cropped_124.png	to                       	0.3472
demo_image/cropped_125.png	sure                     	0.0009
demo_image/cropped_126.png	evi                      	0.0367
demo_image/cropped_127.png	soff                     	0.0031
demo_image/cropped_128.png	and                      	0.1591
demo_image/cropped_129.png	god                      	0.0914
demo_image/cropped_130.png	978                      	0.4834
demo_image/cropped_131.png	17                       	0.1760
demo_image/cropped_132.png	gail                     	0.0118
demo_image/cropped_133.png	5881                     	0.2923
demo_image/cropped_134.png	31                       	0.2564
demo_image/cropped_135.png	kid                      	0.1007
demo_image/cropped_136.png	444                      	0.5290
demo_image/cropped_137.png	so                       	0.2447
demo_image/cropped_138.png	ev                       	0.9158
demo_image/cropped_139.png	532                      	0.6827
demo_image/cropped_140.png	for                      	0.0536
demo_image/cropped_141.png	eted                     	0.0031
demo_image/cropped_142.png	the                      	0.1422
demo_image/cropped_143.png	111                      	0.2454
demo_image/cropped_144.png	ugo                      	0.0323
demo_image/cropped_145.png	508                      	0.3504
demo_image/cropped_146.png	and                      	0.0210
demo_image/cropped_147.png	kid                      	0.0499
demo_image/cropped_148.png	the                      	0.0826
demo_image/cropped_149.png	1111111111111111111111111	0.0022
demo_image/cropped_150.png	ega                      	0.3505
demo_image/cropped_151.png	508                      	0.2130
demo_image/cropped_152.png	54                       	0.6585
demo_image/cropped_153.png	ev                       	0.8680
demo_image/cropped_154.png	532                      	0.9895
demo_image/cropped_155.png	can                      	0.0229
demo_image/cropped_156.png	the                      	0.4230
demo_image/cropped_157.png	tise                     	0.0968
demo_image/cropped_158.png	31                       	0.1146
demo_image/cropped_159.png	got                      	0.1123
demo_image/cropped_160.png	508                      	0.2081
demo_image/cropped_161.png	some                     	0.0254
demo_image/cropped_162.png	dille                    	0.0035
demo_image/cropped_163.png	jff                      	0.0661
demo_image/cropped_164.png	ftp                      	0.0248
demo_image/cropped_165.png	and                      	0.1364
demo_image/cropped_166.png	440                      	0.1371
demo_image/cropped_167.png	fb                       	0.0861
demo_image/cropped_168.png	ev                       	0.4153
demo_image/cropped_169.png	see                      	0.1494
demo_image/cropped_170.png	41                       	0.9839
demo_image/cropped_171.png	kn                       	0.9870
demo_image/cropped_172.png	444                      	0.6778
demo_image/cropped_173.png	in                       	0.4855
demo_image/cropped_174.png	and                      	0.0088
demo_image/cropped_175.png	fff                      	0.0254
demo_image/cropped_176.png	fb                       	0.1562
demo_image/cropped_177.png	ev                       	0.8830
demo_image/cropped_178.png	332                      	0.8956
demo_image/cropped_179.png	11                       	0.3704
demo_image/cropped_180.png	agot                     	0.0195
demo_image/cropped_181.png	588                      	0.6737
demo_image/cropped_182.png	the                      	0.1700
demo_image/cropped_183.png	you                      	0.8441
demo_image/cropped_184.png	deal                     	0.0228
demo_image/cropped_185.png	for                      	0.1054
demo_image/cropped_186.png	ev                       	0.4640
demo_image/cropped_187.png	332                      	0.4442
demo_image/cropped_188.png	111                      	0.1717
demo_image/cropped_189.png	ega                      	0.0980
demo_image/cropped_190.png	5bb                      	0.1266
demo_image/cropped_191.png	liv                      	0.0161
demo_image/cropped_192.png	eve                      	0.0752
demo_image/cropped_193.png	tea                      	0.0116
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
demo_image/cropped_194.png	till                     	0.0118
demo_image/cropped_195.png	elic                     	0.0389
demo_image/cropped_196.png	sex                      	0.1161
demo_image/cropped_197.png	21                       	0.0956
demo_image/cropped_198.png	all                      	0.0649
demo_image/cropped_199.png	wa                       	0.1067
demo_image/cropped_200.png	the                      	0.3004
demo_image/cropped_201.png	cdt                      	0.0298
demo_image/cropped_202.png	978                      	0.2320
demo_image/cropped_203.png	to                       	0.0382
demo_image/cropped_204.png	can                      	0.3362
demo_image/cropped_205.png	cll                      	0.0167
demo_image/cropped_206.png	the                      	0.0461
demo_image/cropped_207.png	fil                      	0.0738
demo_image/cropped_208.png	928                      	0.9515
demo_image/cropped_209.png	the                      	0.0350
demo_image/cropped_210.png	eti                      	0.0172
demo_image/cropped_211.png	off                      	0.3153
demo_image/cropped_212.png	and                      	0.0722
demo_image/cropped_213.png	rut                      	0.0488
demo_image/cropped_214.png	1928                     	0.6083
demo_image/cropped_215.png	the                      	0.1049
demo_image/cropped_216.png	good                     	0.0206
demo_image/cropped_217.png	and                      	0.0617
demo_image/cropped_218.png	and                      	0.0353
demo_image/cropped_219.png	goe                      	0.0402
demo_image/cropped_220.png	92a                      	0.0640
demo_image/cropped_221.png	the                      	0.1440
demo_image/cropped_222.png	gac                      	0.1229
demo_image/cropped_223.png	508                      	0.2446
demo_image/cropped_224.png	i                        	0.3449
demo_image/cropped_225.png	consuptent               	0.0000
demo_image/cropped_226.png	interning                	0.0000
demo_image/cropped_227.png	oi                       	0.0518
demo_image/cropped_228.png	ga                       	0.2203
demo_image/cropped_229.png	580                      	0.3074
demo_image/cropped_230.png	54                       	0.9982
demo_image/cropped_231.png	ev                       	0.9826
demo_image/cropped_232.png	532                      	0.9964
demo_image/cropped_233.png	it                       	0.1740
demo_image/cropped_234.png	king                     	0.0139
demo_image/cropped_235.png	to                       	0.3339
demo_image/cropped_236.png	li                       	0.1000
demo_image/cropped_237.png	the                      	0.0203
demo_image/cropped_238.png	see                      	0.2026
demo_image/cropped_239.png	41                       	0.9950
demo_image/cropped_240.png	kn                       	0.9977
demo_image/cropped_241.png	444                      	0.9014
demo_image/cropped_242.png	lifi                     	0.0083
demo_image/cropped_243.png	the                      	0.2225
demo_image/cropped_244.png	the                      	0.2234
demo_image/cropped_245.png	the                      	0.0966
demo_image/cropped_246.png	vss                      	0.0149
demo_image/cropped_247.png	b2st                     	0.1371
demo_image/cropped_248.png	21                       	0.0681
demo_image/cropped_249.png	all                      	0.0517
demo_image/cropped_250.png	928                      	0.8275
demo_image/cropped_251.png	and                      	0.0211
demo_image/cropped_252.png	kno                      	0.0780
demo_image/cropped_253.png	446                      	0.5155
demo_image/cropped_254.png	say                      	0.0136
demo_image/cropped_255.png	pli                      	0.0180
demo_image/cropped_256.png	the                      	0.0354
demo_image/cropped_257.png	fl                       	0.2376
demo_image/cropped_258.png	ell                      	0.0462
demo_image/cropped_259.png	sofi                     	0.0316
demo_image/cropped_260.png	lt                       	0.4718
demo_image/cropped_261.png	ga                       	0.7834
demo_image/cropped_262.png	508                      	0.7409
demo_image/cropped_263.png	the                      	0.0568
demo_image/cropped_264.png	die                      	0.0090
demo_image/cropped_265.png	ffu                      	0.2439
demo_image/cropped_266.png	list                     	0.0171
demo_image/cropped_267.png	tsi                      	0.1602
demo_image/cropped_268.png	dast                     	0.0465
demo_image/cropped_269.png	41                       	0.5253
demo_image/cropped_270.png	rh                       	0.9453
demo_image/cropped_271.png	928                      	0.9992
demo_image/cropped_272.png	for                      	0.0410
demo_image/cropped_273.png	rhi                      	0.1731
demo_image/cropped_274.png	928                      	0.9852
demo_image/cropped_275.png	sl                       	0.2333
demo_image/cropped_276.png	ev                       	0.5182
demo_image/cropped_277.png	532                      	0.8259
demo_image/cropped_278.png	54                       	0.9546
demo_image/cropped_279.png	ev                       	0.9760
demo_image/cropped_280.png	532                      	0.9897
demo_image/cropped_281.png	the                      	0.0657
demo_image/cropped_282.png	the                      	0.0986
demo_image/cropped_283.png	the                      	0.1423
demo_image/cropped_284.png	and                      	0.0765
demo_image/cropped_285.png	rh                       	0.2490
demo_image/cropped_286.png	928                      	0.9963
demo_image/cropped_287.png	any                      	0.0856
demo_image/cropped_288.png	on                       	0.1104
demo_image/cropped_289.png	dre                      	0.1785
demo_image/cropped_290.png	apr                      	0.0419
demo_image/cropped_291.png	ngl                      	0.0333
demo_image/cropped_292.png	sou                      	0.0240
demo_image/cropped_293.png	and                      	0.0418
demo_image/cropped_294.png	and                      	0.0917
demo_image/cropped_295.png	spe                      	0.0533
demo_image/cropped_296.png	ling                     	0.0032
demo_image/cropped_297.png	the                      	0.2784
demo_image/cropped_298.png	iff                      	0.3799
demo_image/cropped_299.png	the                      	0.0302
demo_image/cropped_300.png	can                      	0.0297
demo_image/cropped_301.png	to                       	0.1533
demo_image/cropped_302.png	and                      	0.0204
demo_image/cropped_303.png	the                      	0.1191
demo_image/cropped_304.png	the                      	0.0890
demo_image/cropped_305.png	and                      	0.0533
demo_image/cropped_306.png	hit                      	0.0328
demo_image/cropped_307.png	all                      	0.0753
demo_image/cropped_308.png	41                       	0.9968
demo_image/cropped_309.png	kn                       	0.9921
demo_image/cropped_310.png	444                      	0.3634
demo_image/cropped_311.png	41                       	0.3071
demo_image/cropped_312.png	knt                      	0.2703
demo_image/cropped_313.png	444                      	0.8918
demo_image/cropped_314.png	li                       	0.2238
demo_image/cropped_315.png	tan                      	0.0106
demo_image/cropped_316.png	588                      	0.1806
demo_image/cropped_317.png	and                      	0.0925
demo_image/cropped_318.png	pil                      	0.0391
demo_image/cropped_319.png	920                      	0.4835
